survey,survey_year,species_code,sex,age,agepop,mean_length,standard_deviation
GOA,2019,30060,3,4,17285.208678955452,218.48260948644028,36.85337151140613
GOA,2019,30060,3,5,45138.92857142857,255.71734881991313,11.78271560671955
GOA,2019,30060,3,6,16048.321428571428,252.6801868464214,8.556997362446609
GOA,2019,30060,3,7,1433.75,280,0
GOA,2019,30060,3,8,149.0495867768595,380,0
GOA,2019,30060,3,9,1731.849173553719,297.2127676073561,37.74913763294132
GOA,2019,30060,3,10,596.198347107438,380,0
GOA,2019,30060,3,11,1043.3471074380166,380,0
GOA,2019,30060,3,12,1937.6446280991736,380,0
GOA,2019,30060,3,13,1490.4958677685952,380,0
GOA,2019,30060,3,14,1192.396694214876,380,0
GOA,2019,30060,3,15,596.198347107438,380,0
GOA,2019,30060,3,16,1043.3471074380166,380,0
GOA,2019,30060,3,17,1341.4462809917356,380,0
GOA,2019,30060,3,18,1043.3471074380166,380,0
GOA,2019,30060,3,19,894.297520661157,380,0
GOA,2019,30060,3,20,894.297520661157,380,0
GOA,2019,30060,3,21,1490.4958677685952,380,0
GOA,2019,30060,3,22,596.198347107438,380,0
GOA,2019,30060,3,23,596.198347107438,380,0
GOA,2019,30060,3,24,447.1487603305785,380,0
GOA,2019,30060,3,25,894.297520661157,380,0
GOA,2019,30060,3,27,149.0495867768595,380,0
GOA,2019,30060,3,29,149.0495867768595,380,0
GOA,2019,30060,3,31,149.0495867768595,380,0
GOA,2019,30060,3,32,298.099173553719,380,0
GOA,2019,30060,3,33,149.0495867768595,380,0
GOA,2019,30060,3,34,149.0495867768595,380,0
GOA,2019,30060,3,39,149.0495867768595,380,0
GOA,2019,30060,3,40,149.0495867768595,380,0
GOA,2019,30060,3,49,149.0495867768595,380,0
GOA,2019,30060,3,-9,143645,85.4590135403251,4.978886077206329
GOA,2021,30060,1,1,36300,90,0
GOA,2021,30060,1,2,824543.75,144.47973197298506,10.43600106055744
GOA,2021,30060,1,3,12206534.725,186.07379280199444,14.658025760820998
GOA,2021,30060,1,4,39727247.61328671,222.53881166991746,27.328581278501847
GOA,2021,30060,1,5,48680786.688094854,254.8935718777573,26.170276172770713
GOA,2021,30060,1,6,20476424.066452604,287.25811952705493,42.28674057787588
GOA,2021,30060,1,7,31705919.045134794,324.50595294432003,18.26264315511982
GOA,2021,30060,1,8,81361875.49500383,337.50147632456566,16.291838583809824
GOA,2021,30060,1,9,61637253.30790761,345.16944311543307,13.059564075981173
GOA,2021,30060,1,10,69019694.89698103,348.5500659330387,17.403122647392962
GOA,2021,30060,1,11,78440512.77973881,356.5942954243706,13.02338520015342
GOA,2021,30060,1,12,63750460.77868697,357.97318109075684,11.412342656242416
GOA,2021,30060,1,13,61856807.929990426,366.5590596662876,14.516780832648742
GOA,2021,30060,1,14,57821863.78041898,368.09883708472574,16.098857332406425
GOA,2021,30060,1,15,21420167.76411324,372.2487852498453,19.07221481170512
GOA,2021,30060,1,16,30341344.27960418,374.7208188048333,18.623401235990784
GOA,2021,30060,1,17,38146998.01109073,378.9301237882865,14.033335957245866
GOA,2021,30060,1,18,25682267.06604429,383.9984292512834,14.305117578216409
GOA,2021,30060,1,19,42031666.20987422,386.0472042887529,18.219774098801434
GOA,2021,30060,1,20,46553975.43471078,381.17258128725115,13.469320508609567
GOA,2021,30060,1,21,55843905.462439954,387.4830755561221,12.772561862994234
GOA,2021,30060,1,22,32682790.25673132,379.3660984260069,17.53010502603964
GOA,2021,30060,1,23,36343517.63662624,385.27743873099325,19.763092802814796
GOA,2021,30060,1,24,19755270.286632527,384.430171878507,14.870002539651638
GOA,2021,30060,1,25,26126818.911766216,391.8344759177377,10.985863612397077
GOA,2021,30060,1,26,22957531.7287393,390.0347234566472,19.86561193843063
GOA,2021,30060,1,27,17004527.23948458,398.0508563800583,11.306925911045358
GOA,2021,30060,1,28,13223563.097060334,402.9834097216599,17.349996929540566
GOA,2021,30060,1,29,13342845.986053959,404.6521254299351,7.963469212623142
GOA,2021,30060,1,30,15903023.341177981,396.09908388204866,18.694512991801858
